minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
36,Elmer Fudd,0.623040598727163,30.553056284920512,15.410344641016195,34.08397657976584,4.171931671917407,18.934598193300758,16.811882797722685,33.11452202948566
36,Lola Bunny,0.6379893607256052,35.496233722990205,15.20978885159272,39.58861460527175,2.0183692601155188,22.508284547151213,16.487267400416815,35.737243095441194
36,Porky Pig,0.6358553934491327,28.702043746662675,15.804545139758968,36.41790305711518,5.338896238365864,17.465563454970287,13.725817926686911,31.17438966221649
36,Tasmanian Devil,0.6079734086878587,25.30616922028536,14.353079597744538,33.68367449145517,6.513880640396549,23.344371381292394,10.268952337097444,19.686796728025975
36,Gossamer,0.6276486405538204,31.004077755585953,14.955944081702556,37.705622195499046,6.529330763173205,15.783556333061703,12.325797964581577,30.976384235626888
36,Granny,0.6129566260035756,28.287062177578875,14.47944729920544,36.25903426731304,5.208459789144048,18.11998044156139,12.066545806785456,27.79534009951974
36,Wile E. Coyote,0.5970183945558477,28.363514442731077,13.662017353287823,34.766717830446744,8.619688936738019,20.72166527548618,14.448827010250625,27.294648294010898
36,Tweety,0.6160959963061917,30.192619412127833,12.366248087175755,35.18935329095249,5.639672694663548,23.57816142432005,10.13174816767073,22.52106197081119
36,Penelope,0.5896613750197164,24.47893495418355,14.653556236772152,26.1642317590755,6.868136356417627,17.449464984263102,9.498837129063235,16.3849133831727
36,Daffy Duck,0.6340462843406474,31.224097022513504,14.64127518065554,33.58917713730764,6.653339701810053,21.186202100256686,20.676272115338506,37.285066341858986
